sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
AGFG1_TSS1_-269_g1	AGFG1	551	433	585	455
AGFG1_TSS1_-91_g2	AGFG1	928	564	284	536
AGFG1_TSS1_+26_g3	AGFG1	631	560	757	834
AGFG1_TSS1_+166_g4	AGFG1	501	660	907	554
AGFG1_TSS1_+407_g5	AGFG1	581	668	559	386
AGL_TSS1_-231_g1	AGL	289	213	232	348
AGL_TSS1_-97_g2	AGL	304	337	402	286
AGL_TSS1_+38_g3	AGL	204	163	392	155
AGL_TSS1_+154_g4	AGL	248	346	190	226
AGL_TSS1_+405_g5	AGL	336	362	324	295
AGPAT3_TSS1_-268_g1	AGPAT3	226	281	151	246
AGPAT3_TSS1_-85_g2	AGPAT3	248	132	223	231
AGPAT3_TSS1_+18_g3	AGPAT3	171	230	199	130
AGPAT3_TSS1_+135_g4	AGPAT3	193	203	212	164
AGPAT3_TSS1_+411_g5	AGPAT3	178	187	130	217
AGPAT5_TSS1_-231_g1	AGPAT5	586	456	458	905
AGPAT5_TSS1_-98_g2	AGPAT5	671	440	582	584
AGPAT5_TSS1_+33_g3	AGPAT5	639	615	480	362
AGPAT5_TSS1_+148_g4	AGPAT5	600	654	374	625
AGPAT5_TSS1_+435_g5	AGPAT5	487	391	415	461
AGTPBP1_TSS1_-270_g1	AGTPBP1	612	656	540	593
AGTPBP1_TSS1_-70_g2	AGTPBP1	577	734	562	520
AGTPBP1_TSS1_+13_g3	AGTPBP1	1142	1334	1092	1039
AGTPBP1_TSS1_+144_g4	AGTPBP1	1097	1201	986	993
AGTPBP1_TSS1_+421_g5	AGTPBP1	658	1074	869	907
AHCTF1_TSS1_-248_g1	AHCTF1	626	617	682	909
AHCTF1_TSS1_-68_g2	AHCTF1	866	497	788	636
AHCTF1_TSS1_+19_g3	AHCTF1	383	921	353	270
AHCTF1_TSS1_+157_g4	AHCTF1	782	646	843	926
AHCTF1_TSS1_+439_g5	AHCTF1	569	645	618	304
AHCY_TSS1_-230_g1	AHCY	648	389	544	542
AHCY_TSS1_-77_g2	AHCY	486	399	365	213
AHCY_TSS1_+22_g3	AHCY	296	376	212	315
AHCY_TSS1_+149_g4	AHCY	500	632	363	375
AHCY_TSS1_+404_g5	AHCY	455	422	390	410
AHNAK_TSS1_-231_g1	AHNAK	582	1062	593	981
AHNAK_TSS1_-73_g2	AHNAK	799	588	914	741
AHNAK_TSS1_+37_g3	AHNAK	523	504	388	773
AHNAK_TSS1_+142_g4	AHNAK	926	1041	974	1024
AHNAK_TSS1_+433_g5	AHNAK	842	810	967	789
AHNAK2_TSS1_-250_g1	AHNAK2	154	167	187	330
AHNAK2_TSS1_-92_g2	AHNAK2	209	253	152	219
AHNAK2_TSS1_+29_g3	AHNAK2	204	159	126	184
AHNAK2_TSS1_+170_g4	AHNAK2	175	244	328	141
AHNAK2_TSS1_+402_g5	AHNAK2	103	139	236	230
AHR_TSS1_-270_g1	AHR	442	256	502	336
AHR_TSS1_-81_g2	AHR	518	588	391	678
AHR_TSS1_+25_g3	AHR	256	320	336	245
AHR_TSS1_+162_g4	AHR	568	308	339	377
AHR_TSS1_+427_g5	AHR	525	448	587	327
AHRR_TSS1_-233_g1	AHRR	427	477	459	381
AHRR_TSS1_-100_g2	AHRR	415	443	614	482
AHRR_TSS1_+15_g3	AHRR	881	597	531	662
AHRR_TSS1_+165_g4	AHRR	508	568	536	402
AHRR_TSS1_+419_g5	AHRR	776	595	665	730
AIF1_TSS1_-254_g1	AIF1	714	839	1093	808
AIF1_TSS1_-64_g2	AIF1	355	792	841	519
AIF1_TSS1_+22_g3	AIF1	675	637	440	635
AIF1_TSS1_+152_g4	AIF1	1208	881	585	518
AIF1_TSS1_+400_g5	AIF1	640	532	1042	704
AIFM1_TSS1_-263_g1	AIFM1	230	301	195	358
AIFM1_TSS1_-71_g2	AIFM1	273	237	182	113
AIFM1_TSS1_+9_g3	AIFM1	229	329	173	167
AIFM1_TSS1_+148_g4	AIFM1	284	236	191	351
AIFM1_TSS1_+414_g5	AIFM1	293	313	201	150
AIFM3_TSS1_-263_g1	AIFM3	703	683	987	694
AIFM3_TSS1_-78_g2	AIFM3	1004	1576	895	1031
AIFM3_TSS1_+10_g3	AIFM3	1090	1130	1146	2119
AIFM3_TSS1_+167_g4	AIFM3	674	683	550	587
AIFM3_TSS1_+432_g5	AIFM3	821	819	548	711
AIM2_TSS1_-241_g1	AIM2	398	456	356	628
AIM2_TSS1_-93_g2	AIM2	448	594	889	414
AIM2_TSS1_+45_g3	AIM2	501	357	456	502
AIM2_TSS1_+136_g4	AIM2	534	434	372	362
AIM2_TSS1_+402_g5	AIM2	642	486	653	333
AIMP1_TSS1_-235_g1	AIMP1	306	245	136	198
AIMP1_TSS1_-94_g2	AIMP1	342	225	135	150
AIMP1_TSS1_+28_g3	AIMP1	253	179	215	259
AIMP1_TSS1_+154_g4	AIMP1	181	219	267	224
AIMP1_TSS1_+429_g5	AIMP1	117	128	240	162
AIMP2_TSS1_-237_g1	AIMP2	723	531	458	375
AIMP2_TSS1_-94_g2	AIMP2	435	592	318	452
AIMP2_TSS1_+25_g3	AIMP2	789	906	1025	848
AIMP2_TSS1_+147_g4	AIMP2	537	387	471	357
AIMP2_TSS1_+434_g5	AIMP2	543	453	410	342
AIP_TSS1_-253_g1	AIP	529	458	499	344
AIP_TSS1_-93_g2	AIP	391	356	492	341
AIP_TSS1_+18_g3	AIP	428	291	331	257
AIP_TSS1_+164_g4	AIP	430	476	310	375
AIP_TSS1_+409_g5	AIP	488	304	361	299
AIPL1_TSS1_-264_g1	AIPL1	477	813	631	720
AIPL1_TSS1_-88_g2	AIPL1	715	784	687	343
AIPL1_TSS1_+19_g3	AIPL1	407	408	420	567
AIPL1_TSS1_+141_g4	AIPL1	849	556	519	500
AIPL1_TSS1_+433_g5	AIPL1	823	785	524	822
AIRE_TSS1_-234_g1	AIRE	729	472	530	455
AIRE_TSS1_-97_g2	AIRE	451	552	501	527
AIRE_TSS1_+35_g3	AIRE	252	301	239	222
AIRE_TSS1_+137_g4	AIRE	496	626	474	453
AIRE_TSS1_+429_g5	AIRE	445	425	415	383
AJUBA_TSS1_-248_g1	AJUBA	140	255	130	113
AJUBA_TSS1_-87_g2	AJUBA	236	238	224	236
AJUBA_TSS1_+39_g3	AJUBA	159	191	155	225
AJUBA_TSS1_+146_g4	AJUBA	237	262	351	241
AJUBA_TSS1_+439_g5	AJUBA	233	231	244	216
AK1_TSS1_-262_g1	AK1	305	371	421	131
AK1_TSS1_-98_g2	AK1	352	350	249	365
AK1_TSS1_+34_g3	AK1	352	315	416	370
AK1_TSS1_+143_g4	AK1	369	378	423	374
AK1_TSS1_+412_g5	AK1	393	345	391	397
AKAP11_TSS1_-236_g1	AKAP11	800	546	412	581
AKAP11_TSS1_-65_g2	AKAP11	776	484	594	850
AKAP11_TSS1_+21_g3	AKAP11	539	661	442	554
AKAP11_TSS1_+135_g4	AKAP11	425	389	463	616
AKAP11_TSS1_+433_g5	AKAP11	490	627	522	507
AKAP13_TSS1_-260_g1	AKAP13	441	439	561	641
AKAP13_TSS1_-98_g2	AKAP13	470	440	519	675
AKAP13_TSS1_+45_g3	AKAP13	553	403	306	527
AKAP13_TSS1_+156_g4	AKAP13	584	587	489	616
AKAP13_TSS1_+431_g5	AKAP13	556	713	582	562
AKAP6_TSS1_-234_g1	AKAP6	606	698	560	703
AKAP6_TSS1_-82_g2	AKAP6	1174	974	821	1123
AKAP6_TSS1_+43_g3	AKAP6	779	816	976	878
AKAP6_TSS1_+136_g4	AKAP6	1324	1295	1238	979
AKAP6_TSS1_+420_g5	AKAP6	1138	1273	840	1079
AKAP8_TSS1_-263_g1	AKAP8	629	547	360	574
AKAP8_TSS1_-68_g2	AKAP8	279	346	420	418
AKAP8_TSS1_+25_g3	AKAP8	325	474	592	351
AKAP8_TSS1_+152_g4	AKAP8	422	485	468	429
AKAP8_TSS1_+411_g5	AKAP8	466	416	383	705
AKAP8L_TSS1_-237_g1	AKAP8L	290	218	320	280
AKAP8L_TSS1_-95_g2	AKAP8L	162	237	144	105
AKAP8L_TSS1_+12_g3	AKAP8L	260	198	263	303
AKAP8L_TSS1_+152_g4	AKAP8L	300	195	180	315
AKAP8L_TSS1_+429_g5	AKAP8L	266	312	225	320
AKIP1_TSS1_-262_g1	AKIP1	395	380	335	323
AKIP1_TSS1_-96_g2	AKIP1	345	326	293	271
AKIP1_TSS1_+30_g3	AKIP1	303	217	465	295
AKIP1_TSS1_+137_g4	AKIP1	228	309	169	236
AKIP1_TSS1_+401_g5	AKIP1	229	350	284	383
AKIRIN1_TSS1_-231_g1	AKIRIN1	436	692	732	338
AKIRIN1_TSS1_-84_g2	AKIRIN1	290	337	206	201
AKIRIN1_TSS1_+16_g3	AKIRIN1	471	330	443	500
AKIRIN1_TSS1_+169_g4	AKIRIN1	473	616	593	578
AKIRIN1_TSS1_+411_g5	AKIRIN1	321	364	495	227
AKIRIN2_TSS1_-266_g1	AKIRIN2	981	851	827	753
AKIRIN2_TSS1_-73_g2	AKIRIN2	702	690	958	390
AKIRIN2_TSS1_+24_g3	AKIRIN2	964	1595	726	580
AKIRIN2_TSS1_+158_g4	AKIRIN2	588	1256	465	918
AKIRIN2_TSS1_+413_g5	AKIRIN2	1479	842	537	668
AKNA_TSS1_-270_g1	AKNA	230	382	250	330
AKNA_TSS1_-74_g2	AKNA	301	303	278	296
AKNA_TSS1_+16_g3	AKNA	276	405	433	204
AKNA_TSS1_+161_g4	AKNA	298	231	225	224
AKNA_TSS1_+414_g5	AKNA	532	170	241	290
AKR1B1_TSS1_-262_g1	AKR1B1	661	785	1054	851
AKR1B1_TSS1_-98_g2	AKR1B1	944	853	1069	1178
AKR1B1_TSS1_+41_g3	AKR1B1	702	1055	717	879
AKR1B1_TSS1_+143_g4	AKR1B1	774	631	619	438
AKR1B1_TSS1_+415_g5	AKR1B1	1395	1387	1240	1407
AKR1C3_TSS1_-269_g1	AKR1C3	651	673	877	892
AKR1C3_TSS1_-87_g2	AKR1C3	736	893	838	767
AKR1C3_TSS1_+20_g3	AKR1C3	1114	817	569	801
AKR1C3_TSS1_+152_g4	AKR1C3	644	758	502	708
AKR1C3_TSS1_+402_g5	AKR1C3	917	1195	533	414
AKT1_TSS1_-239_g1	AKT1	335	261	349	397
AKT1_TSS1_-89_g2	AKT1	408	465	559	402
AKT1_TSS1_+28_g3	AKT1	387	309	642	474
AKT1_TSS1_+130_g4	AKT1	558	398	437	376
AKT1_TSS1_+438_g5	AKT1	259	376	736	327
AKT1S1_TSS1_-232_g1	AKT1S1	861	1025	707	607
AKT1S1_TSS1_-85_g2	AKT1S1	623	733	384	682
AKT1S1_TSS1_+24_g3	AKT1S1	788	946	1512	1147
AKT1S1_TSS1_+135_g4	AKT1S1	940	832	967	392
AKT1S1_TSS1_+405_g5	AKT1S1	614	621	1036	990
AKT2_TSS1_-269_g1	AKT2	639	973	958	872
AKT2_TSS1_-65_g2	AKT2	561	914	513	655
AKT2_TSS1_+9_g3	AKT2	879	755	1047	425
AKT2_TSS1_+136_g4	AKT2	851	773	760	763
AKT2_TSS1_+411_g5	AKT2	778	907	669	834
AKT3_TSS1_-236_g1	AKT3	932	726	456	629
AKT3_TSS1_-78_g2	AKT3	370	573	477	730
AKT3_TSS1_+15_g3	AKT3	585	572	793	688
AKT3_TSS1_+164_g4	AKT3	690	527	981	899
AKT3_TSS1_+431_g5	AKT3	560	537	967	923
ALAS1_TSS1_-250_g1	ALAS1	449	278	476	411
ALAS1_TSS1_-78_g2	ALAS1	394	312	319	333
ALAS1_TSS1_+11_g3	ALAS1	590	530	426	321
ALAS1_TSS1_+164_g4	ALAS1	521	270	262	184
ALAS1_TSS1_+439_g5	ALAS1	512	566	382	352
ALDH1A2_TSS1_-260_g1	ALDH1A2	1062	968	1244	955
ALDH1A2_TSS1_-85_g2	ALDH1A2	806	733	559	895
ALDH1A2_TSS1_+6_g3	ALDH1A2	992	891	597	1138
ALDH1A2_TSS1_+159_g4	ALDH1A2	944	507	724	936
ALDH1A2_TSS1_+429_g5	ALDH1A2	993	774	468	749
ALDH1B1_TSS1_-258_g1	ALDH1B1	545	623	546	466
ALDH1B1_TSS1_-90_g2	ALDH1B1	622	544	503	502
ALDH1B1_TSS1_+5_g3	ALDH1B1	445	569	436	448
ALDH1B1_TSS1_+161_g4	ALDH1B1	410	336	243	288
ALDH1B1_TSS1_+436_g5	ALDH1B1	512	323	464	375
ALDH6A1_TSS1_-250_g1	ALDH6A1	625	524	447	664
ALDH6A1_TSS1_-98_g2	ALDH6A1	1108	771	923	718
ALDH6A1_TSS1_+32_g3	ALDH6A1	653	1105	477	820
ALDH6A1_TSS1_+160_g4	ALDH6A1	808	653	676	893
ALDH6A1_TSS1_+400_g5	ALDH6A1	940	478	682	951
ALDH7A1_TSS1_-242_g1	ALDH7A1	375	369	254	428
ALDH7A1_TSS1_-80_g2	ALDH7A1	312	397	353	430
ALDH7A1_TSS1_+29_g3	ALDH7A1	346	416	312	403
ALDH7A1_TSS1_+143_g4	ALDH7A1	344	288	396	687
ALDH7A1_TSS1_+421_g5	ALDH7A1	277	392	371	390
ALG2_TSS1_-231_g1	ALG2	756	683	555	706
ALG2_TSS1_-74_g2	ALG2	878	616	739	655
ALG2_TSS1_+38_g3	ALG2	1013	774	600	504
ALG2_TSS1_+134_g4	ALG2	873	873	427	540
ALG2_TSS1_+414_g5	ALG2	873	879	801	995
ALK_TSS1_-268_g1	ALK	683	598	339	499
ALK_TSS1_-78_g2	ALK	418	503	484	348
ALK_TSS1_+28_g3	ALK	582	471	532	564
ALK_TSS1_+140_g4	ALK	643	322	375	628
ALK_TSS1_+429_g5	ALK	467	600	786	568
ALKBH2_TSS1_-236_g1	ALKBH2	286	263	279	241
ALKBH2_TSS1_-65_g2	ALKBH2	265	275	187	309
ALKBH2_TSS1_+36_g3	ALKBH2	271	348	243	375
ALKBH2_TSS1_+142_g4	ALKBH2	202	281	262	182
ALKBH2_TSS1_+402_g5	ALKBH2	157	231	158	261
ALKBH3_TSS1_-261_g1	ALKBH3	608	506	728	542
ALKBH3_TSS1_-67_g2	ALKBH3	653	810	681	1043
ALKBH3_TSS1_+10_g3	ALKBH3	783	657	627	494
ALKBH3_TSS1_+162_g4	ALKBH3	685	524	888	534
ALKBH3_TSS1_+420_g5	ALKBH3	545	619	1020	685
ALKBH4_TSS1_-246_g1	ALKBH4	915	493	373	631
ALKBH4_TSS1_-76_g2	ALKBH4	492	589	630	452
ALKBH4_TSS1_+37_g3	ALKBH4	768	485	417	584
ALKBH4_TSS1_+151_g4	ALKBH4	456	342	500	851
ALKBH4_TSS1_+422_g5	ALKBH4	514	455	749	469
ALKBH5_TSS1_-270_g1	ALKBH5	194	258	268	257
ALKBH5_TSS1_-61_g2	ALKBH5	180	241	238	362
ALKBH5_TSS1_+24_g3	ALKBH5	342	276	141	367
ALKBH5_TSS1_+155_g4	ALKBH5	381	360	275	178
ALKBH5_TSS1_+420_g5	ALKBH5	332	278	233	300
ALKBH6_TSS1_-264_g1	ALKBH6	611	758	664	706
ALKBH6_TSS1_-92_g2	ALKBH6	638	690	867	646
ALKBH6_TSS1_+40_g3	ALKBH6	673	465	676	469
ALKBH6_TSS1_+145_g4	ALKBH6	552	739	368	650
ALKBH6_TSS1_+415_g5	ALKBH6	553	388	649	435
ALKBH7_TSS1_-261_g1	ALKBH7	672	775	663	683
ALKBH7_TSS1_-67_g2	ALKBH7	1099	724	1002	668
ALKBH7_TSS1_+15_g3	ALKBH7	371	496	336	288
ALKBH7_TSS1_+156_g4	ALKBH7	715	641	709	992
ALKBH7_TSS1_+428_g5	ALKBH7	780	783	497	735
ALKBH8_TSS1_-230_g1	ALKBH8	489	805	637	557
ALKBH8_TSS1_-62_g2	ALKBH8	842	694	837	887
ALKBH8_TSS1_+9_g3	ALKBH8	934	1024	645	1090
ALKBH8_TSS1_+164_g4	ALKBH8	881	623	901	1038
ALKBH8_TSS1_+437_g5	ALKBH8	727	820	605	483
ALMS1_TSS1_-255_g1	ALMS1	523	706	878	1072
ALMS1_TSS1_-63_g2	ALMS1	462	641	528	411
ALMS1_TSS1_+22_g3	ALMS1	645	791	646	615
ALMS1_TSS1_+165_g4	ALMS1	815	927	714	956
ALMS1_TSS1_+410_g5	ALMS1	629	934	609	580
ALOX15_TSS1_-245_g1	ALOX15	333	527	313	600
ALOX15_TSS1_-97_g2	ALOX15	532	459	378	484
ALOX15_TSS1_+6_g3	ALOX15	380	585	280	358
ALOX15_TSS1_+163_g4	ALOX15	571	387	404	586
ALOX15_TSS1_+427_g5	ALOX15	295	281	206	521
ALOX5_TSS1_-244_g1	ALOX5	590	629	480	434
ALOX5_TSS1_-67_g2	ALOX5	428	538	620	719
ALOX5_TSS1_+33_g3	ALOX5	543	818	784	345
ALOX5_TSS1_+145_g4	ALOX5	715	644	614	459
ALOX5_TSS1_+404_g5	ALOX5	403	324	570	526
ALOX5AP_TSS1_-264_g1	ALOX5AP	465	365	392	377
ALOX5AP_TSS1_-81_g2	ALOX5AP	231	250	231	250
ALOX5AP_TSS1_+32_g3	ALOX5AP	232	244	362	364
ALOX5AP_TSS1_+135_g4	ALOX5AP	377	586	364	485
ALOX5AP_TSS1_+410_g5	ALOX5AP	314	270	254	246
ALPK1_TSS1_-237_g1	ALPK1	788	762	567	619
ALPK1_TSS1_-93_g2	ALPK1	1180	746	843	791
ALPK1_TSS1_+42_g3	ALPK1	633	925	511	598
ALPK1_TSS1_+161_g4	ALPK1	755	762	402	502
ALPK1_TSS1_+410_g5	ALPK1	619	622	465	786
ALPK2_TSS1_-268_g1	ALPK2	586	651	770	462
ALPK2_TSS1_-98_g2	ALPK2	822	326	612	681
ALPK2_TSS1_+6_g3	ALPK2	480	728	647	314
ALPK2_TSS1_+133_g4	ALPK2	523	631	763	525
ALPK2_TSS1_+423_g5	ALPK2	438	632	371	401
ALPK3_TSS1_-253_g1	ALPK3	250	262	132	153
ALPK3_TSS1_-95_g2	ALPK3	136	209	68	125
ALPK3_TSS1_+36_g3	ALPK3	70	168	106	103
ALPK3_TSS1_+136_g4	ALPK3	219	219	221	126
ALPK3_TSS1_+433_g5	ALPK3	116	194	109	125
ALS2CR8_TSS1_-268_g1	ALS2CR8	652	662	638	1195
ALS2CR8_TSS1_-86_g2	ALS2CR8	505	776	773	594
ALS2CR8_TSS1_+11_g3	ALS2CR8	943	727	744	1133
ALS2CR8_TSS1_+132_g4	ALS2CR8	542	558	726	546
ALS2CR8_TSS1_+409_g5	ALS2CR8	702	958	797	746
ALX1_TSS1_-257_g1	ALX1	840	765	1005	882
ALX1_TSS1_-63_g2	ALX1	449	404	476	467
ALX1_TSS1_+19_g3	ALX1	1017	962	873	945
ALX1_TSS1_+138_g4	ALX1	1040	810	791	620
ALX1_TSS1_+424_g5	ALX1	933	641	850	574
ALX3_TSS1_-237_g1	ALX3	145	109	155	126
ALX3_TSS1_-64_g2	ALX3	127	144	138	173
ALX3_TSS1_+19_g3	ALX3	252	151	121	152
ALX3_TSS1_+169_g4	ALX3	197	256	195	168
ALX3_TSS1_+408_g5	ALX3	242	193	163	137
ALX4_TSS1_-256_g1	ALX4	1213	1122	1326	849
ALX4_TSS1_-94_g2	ALX4	749	644	751	953
ALX4_TSS1_+43_g3	ALX4	686	343	598	1071
ALX4_TSS1_+146_g4	ALX4	1287	1205	1084	946
ALX4_TSS1_+412_g5	ALX4	730	613	564	952
ALYREF_TSS1_-268_g1	ALYREF	164	223	246	206
ALYREF_TSS1_-89_g2	ALYREF	87	161	140	166
ALYREF_TSS1_+5_g3	ALYREF	227	208	266	183
ALYREF_TSS1_+147_g4	ALYREF	166	152	131	131
ALYREF_TSS1_+431_g5	ALYREF	126	160	243	161
AMER1_TSS1_-230_g1	AMER1	580	551	309	383
AMER1_TSS1_-90_g2	AMER1	518	547	534	443
AMER1_TSS1_+41_g3	AMER1	811	397	943	816
AMER1_TSS1_+133_g4	AMER1	674	757	634	574
AMER1_TSS1_+429_g5	AMER1	369	404	409	468
AMHR2_TSS1_-244_g1	AMHR2	280	261	246	339
AMHR2_TSS1_-62_g2	AMHR2	264	257	363	229
AMHR2_TSS1_+16_g3	AMHR2	305	373	345	313
AMHR2_TSS1_+149_g4	AMHR2	757	533	303	505
AMHR2_TSS1_+410_g5	AMHR2	433	329	460	395
AMIGO2_TSS1_-253_g1	AMIGO2	589	577	767	766
AMIGO2_TSS1_-68_g2	AMIGO2	466	518	271	532
AMIGO2_TSS1_+22_g3	AMIGO2	614	376	756	646
AMIGO2_TSS1_+161_g4	AMIGO2	579	593	881	533
AMIGO2_TSS1_+428_g5	AMIGO2	517	470	658	349
AMOT_TSS1_-255_g1	AMOT	234	196	313	187
AMOT_TSS1_-94_g2	AMOT	148	214	257	117
AMOT_TSS1_+27_g3	AMOT	200	206	187	196
AMOT_TSS1_+156_g4	AMOT	177	204	204	135
AMOT_TSS1_+407_g5	AMOT	109	179	191	140
AMOTL1_TSS1_-266_g1	AMOTL1	840	969	625	844
AMOTL1_TSS1_-77_g2	AMOTL1	854	722	503	516
AMOTL1_TSS1_+25_g3	AMOTL1	846	439	537	532
AMOTL1_TSS1_+162_g4	AMOTL1	731	966	564	613
AMOTL1_TSS1_+415_g5	AMOTL1	559	822	544	743
ANAPC1_TSS1_-245_g1	ANAPC1	295	432	327	484
ANAPC1_TSS1_-64_g2	ANAPC1	536	367	458	645
ANAPC1_TSS1_+44_g3	ANAPC1	619	549	628	493
ANAPC1_TSS1_+133_g4	ANAPC1	426	452	457	520
ANAPC1_TSS1_+440_g5	ANAPC1	584	652	708	557
ANAPC10_TSS1_-235_g1	ANAPC10	137	145	274	183
ANAPC10_TSS1_-61_g2	ANAPC10	253	131	188	192
ANAPC10_TSS1_+34_g3	ANAPC10	269	280	261	153
ANAPC10_TSS1_+151_g4	ANAPC10	210	130	177	268
ANAPC10_TSS1_+420_g5	ANAPC10	330	348	276	318
ANAPC11_TSS1_-233_g1	ANAPC11	687	636	736	835
ANAPC11_TSS1_-68_g2	ANAPC11	748	668	506	484
ANAPC11_TSS1_+6_g3	ANAPC11	829	698	422	311
ANAPC11_TSS1_+161_g4	ANAPC11	845	759	443	669
ANAPC11_TSS1_+410_g5	ANAPC11	687	1016	580	731
ANAPC13_TSS1_-236_g1	ANAPC13	874	902	919	460
ANAPC13_TSS1_-87_g2	ANAPC13	999	1231	661	887
ANAPC13_TSS1_+21_g3	ANAPC13	717	695	623	1279
ANAPC13_TSS1_+145_g4	ANAPC13	650	657	454	599
ANAPC13_TSS1_+404_g5	ANAPC13	388	490	536	513
ANAPC15_TSS1_-232_g1	ANAPC15	176	189	137	177
ANAPC15_TSS1_-95_g2	ANAPC15	285	210	252	194
ANAPC15_TSS1_+36_g3	ANAPC15	168	147	97	149
ANAPC15_TSS1_+167_g4	ANAPC15	144	153	106	91
ANAPC15_TSS1_+409_g5	ANAPC15	158	196	154	273
ANAPC16_TSS1_-252_g1	ANAPC16	661	722	432	1100
ANAPC16_TSS1_-95_g2	ANAPC16	565	637	641	986
ANAPC16_TSS1_+20_g3	ANAPC16	797	416	740	648
ANAPC16_TSS1_+145_g4	ANAPC16	907	446	501	982
ANAPC16_TSS1_+433_g5	ANAPC16	534	385	462	304
ANAPC2_TSS1_-264_g1	ANAPC2	275	241	190	180
ANAPC2_TSS1_-81_g2	ANAPC2	248	144	191	142
ANAPC2_TSS1_+6_g3	ANAPC2	183	190	68	81
ANAPC2_TSS1_+154_g4	ANAPC2	209	299	114	82
ANAPC2_TSS1_+419_g5	ANAPC2	192	223	182	166
ANAPC4_TSS1_-253_g1	ANAPC4	445	724	411	345
ANAPC4_TSS1_-89_g2	ANAPC4	245	427	149	242
ANAPC4_TSS1_+15_g3	ANAPC4	421	626	149	114
ANAPC4_TSS1_+150_g4	ANAPC4	201	381	81	62
ANAPC4_TSS1_+432_g5	ANAPC4	692	619	306	477
ANAPC5_TSS1_-244_g1	ANAPC5	171	266	326	298
ANAPC5_TSS1_-62_g2	ANAPC5	422	397	325	264
ANAPC5_TSS1_+14_g3	ANAPC5	406	262	350	290
ANAPC5_TSS1_+144_g4	ANAPC5	471	391	260	300
ANAPC5_TSS1_+407_g5	ANAPC5	324	306	319	234
ANAPC7_TSS1_-246_g1	ANAPC7	689	628	632	624
ANAPC7_TSS1_-71_g2	ANAPC7	615	585	295	327
ANAPC7_TSS1_+21_g3	ANAPC7	533	697	166	305
ANAPC7_TSS1_+162_g4	ANAPC7	530	631	252	268
ANAPC7_TSS1_+436_g5	ANAPC7	733	800	389	498
ANG_TSS1_-260_g1	ANG	981	521	892	579
ANG_TSS1_-69_g2	ANG	367	526	448	683
ANG_TSS1_+6_g3	ANG	726	992	635	884
ANG_TSS1_+159_g4	ANG	598	712	877	394
ANG_TSS1_+436_g5	ANG	718	641	475	817
ANGPT2_TSS1_-231_g1	ANGPT2	394	312	332	281
ANGPT2_TSS1_-80_g2	ANGPT2	518	598	734	499
ANGPT2_TSS1_+30_g3	ANGPT2	395	353	448	510
ANGPT2_TSS1_+156_g4	ANGPT2	448	505	432	616
ANGPT2_TSS1_+434_g5	ANGPT2	581	443	476	427
ANK3_TSS1_-262_g1	ANK3	840	726	579	872
ANK3_TSS1_-99_g2	ANK3	911	799	725	1138
ANK3_TSS1_+20_g3	ANK3	1157	741	739	843
ANK3_TSS1_+167_g4	ANK3	775	729	1016	757
ANK3_TSS1_+417_g5	ANK3	759	888	752	670
ANKHD1_TSS1_-230_g1	ANKHD1	579	594	488	338
ANKHD1_TSS1_-87_g2	ANKHD1	428	730	496	578
ANKHD1_TSS1_+26_g3	ANKHD1	511	485	718	307
ANKHD1_TSS1_+137_g4	ANKHD1	801	493	308	491
ANKHD1_TSS1_+433_g5	ANKHD1	375	491	575	351
ANKK1_TSS1_-241_g1	ANKK1	130	182	131	162
ANKK1_TSS1_-87_g2	ANKK1	240	309	228	176
ANKK1_TSS1_+10_g3	ANKK1	173	168	217	230
ANKK1_TSS1_+167_g4	ANKK1	140	191	130	242
ANKK1_TSS1_+423_g5	ANKK1	225	233	125	207
ANKLE2_TSS1_-231_g1	ANKLE2	887	833	1018	808
ANKLE2_TSS1_-60_g2	ANKLE2	876	825	1113	864
ANKLE2_TSS1_+21_g3	ANKLE2	609	794	673	740
ANKLE2_TSS1_+167_g4	ANKLE2	785	920	541	1023
ANKLE2_TSS1_+409_g5	ANKLE2	1309	962	894	1072
ANKRA2_TSS1_-252_g1	ANKRA2	469	516	766	629
ANKRA2_TSS1_-73_g2	ANKRA2	503	438	777	584
ANKRA2_TSS1_+22_g3	ANKRA2	495	564	554	611
ANKRA2_TSS1_+158_g4	ANKRA2	503	349	481	570
ANKRA2_TSS1_+436_g5	ANKRA2	632	652	812	664
ANKRD1_TSS1_-245_g1	ANKRD1	783	679	980	547
ANKRD1_TSS1_-86_g2	ANKRD1	1064	850	776	772
ANKRD1_TSS1_+18_g3	ANKRD1	1101	724	808	907
ANKRD1_TSS1_+157_g4	ANKRD1	975	759	1412	717
ANKRD1_TSS1_+435_g5	ANKRD1	547	405	708	605
ANKRD11_TSS1_-267_g1	ANKRD11	213	180	295	238
ANKRD11_TSS1_-61_g2	ANKRD11	454	304	356	516
ANKRD11_TSS1_+15_g3	ANKRD11	822	390	291	289
ANKRD11_TSS1_+164_g4	ANKRD11	398	261	248	184
ANKRD11_TSS1_+421_g5	ANKRD11	665	430	217	568
ANKRD12_TSS1_-235_g1	ANKRD12	492	799	1196	850
ANKRD12_TSS1_-77_g2	ANKRD12	769	1072	970	1148
ANKRD12_TSS1_+41_g3	ANKRD12	1280	1016	1169	1588
ANKRD12_TSS1_+163_g4	ANKRD12	630	874	814	692
