sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
AGFG1_TSS1_-361_g1	AGFG1	184	224	203	322
AGFG1_TSS1_-202_g2	AGFG1	276	280	190	213
AGFG1_TSS1_-138_g3	AGFG1	228	221	264	244
AGFG1_TSS1_+27_g4	AGFG1	241	246	229	274
AGFG1_TSS1_+173_g5	AGFG1	164	111	150	182
AGL_TSS1_-344_g1	AGL	1318	915	717	741
AGL_TSS1_-207_g2	AGL	953	953	1036	834
AGL_TSS1_-114_g3	AGL	752	897	1194	1081
AGL_TSS1_+59_g4	AGL	763	925	347	952
AGL_TSS1_+178_g5	AGL	687	736	528	957
AGPAT3_TSS1_-328_g1	AGPAT3	891	808	945	1071
AGPAT3_TSS1_-243_g2	AGPAT3	814	863	861	991
AGPAT3_TSS1_-114_g3	AGPAT3	595	553	622	696
AGPAT3_TSS1_+52_g4	AGPAT3	943	574	574	869
AGPAT3_TSS1_+181_g5	AGPAT3	727	535	529	582
AGPAT5_TSS1_-368_g1	AGPAT5	261	362	366	383
AGPAT5_TSS1_-195_g2	AGPAT5	291	500	374	423
AGPAT5_TSS1_-112_g3	AGPAT5	351	311	301	412
AGPAT5_TSS1_+24_g4	AGPAT5	359	248	233	263
AGPAT5_TSS1_+190_g5	AGPAT5	301	319	433	282
AGTPBP1_TSS1_-328_g1	AGTPBP1	762	675	1129	832
AGTPBP1_TSS1_-227_g2	AGTPBP1	602	589	612	523
AGTPBP1_TSS1_-116_g3	AGTPBP1	617	866	868	1182
AGTPBP1_TSS1_+56_g4	AGTPBP1	564	640	741	502
AGTPBP1_TSS1_+169_g5	AGTPBP1	1158	708	721	668
AHCTF1_TSS1_-334_g1	AHCTF1	1112	885	796	817
AHCTF1_TSS1_-198_g2	AHCTF1	752	790	648	988
AHCTF1_TSS1_-141_g3	AHCTF1	366	727	823	704
AHCTF1_TSS1_+65_g4	AHCTF1	561	681	730	770
AHCTF1_TSS1_+171_g5	AHCTF1	614	738	703	423
AHCY_TSS1_-353_g1	AHCY	662	830	1004	1345
AHCY_TSS1_-204_g2	AHCY	617	519	565	686
AHCY_TSS1_-125_g3	AHCY	418	376	494	415
AHCY_TSS1_+30_g4	AHCY	551	530	349	907
AHCY_TSS1_+169_g5	AHCY	688	440	355	320
AHNAK_TSS1_-372_g1	AHNAK	625	615	446	848
AHNAK_TSS1_-236_g2	AHNAK	669	671	607	1165
AHNAK_TSS1_-141_g3	AHNAK	683	788	870	914
AHNAK_TSS1_+15_g4	AHNAK	532	561	464	634
AHNAK_TSS1_+171_g5	AHNAK	919	1124	1025	1048
AHNAK2_TSS1_-329_g1	AHNAK2	363	234	150	144
AHNAK2_TSS1_-203_g2	AHNAK2	188	169	202	129
AHNAK2_TSS1_-107_g3	AHNAK2	206	160	150	211
AHNAK2_TSS1_+24_g4	AHNAK2	149	126	171	101
AHNAK2_TSS1_+202_g5	AHNAK2	199	197	336	189
AHR_TSS1_-349_g1	AHR	361	325	292	469
AHR_TSS1_-229_g2	AHR	443	426	499	306
AHR_TSS1_-113_g3	AHR	337	463	559	508
AHR_TSS1_+25_g4	AHR	288	492	608	379
AHR_TSS1_+190_g5	AHR	409	465	488	364
AHRR_TSS1_-372_g1	AHRR	327	192	372	280
AHRR_TSS1_-242_g2	AHRR	366	426	319	283
AHRR_TSS1_-105_g3	AHRR	379	268	310	432
AHRR_TSS1_+48_g4	AHRR	483	253	260	523
AHRR_TSS1_+169_g5	AHRR	282	248	501	287
AIF1_TSS1_-331_g1	AIF1	269	199	447	302
AIF1_TSS1_-237_g2	AIF1	367	338	284	278
AIF1_TSS1_-110_g3	AIF1	300	350	241	355
AIF1_TSS1_+33_g4	AIF1	174	299	217	356
AIF1_TSS1_+159_g5	AIF1	293	401	456	436
AIFM1_TSS1_-365_g1	AIFM1	552	602	1423	1641
AIFM1_TSS1_-228_g2	AIFM1	558	407	2654	2166
AIFM1_TSS1_-124_g3	AIFM1	559	660	2274	3027
AIFM1_TSS1_+29_g4	AIFM1	395	538	979	1267
AIFM1_TSS1_+164_g5	AIFM1	1499	1525	1207	990
AIFM3_TSS1_-371_g1	AIFM3	644	625	371	509
AIFM3_TSS1_-222_g2	AIFM3	292	350	341	459
AIFM3_TSS1_-103_g3	AIFM3	379	463	852	547
AIFM3_TSS1_+52_g4	AIFM3	582	441	629	705
AIFM3_TSS1_+183_g5	AIFM3	334	321	409	527
AIM2_TSS1_-329_g1	AIM2	442	412	304	269
AIM2_TSS1_-238_g2	AIM2	643	426	806	734
AIM2_TSS1_-120_g3	AIM2	770	423	685	634
AIM2_TSS1_+57_g4	AIM2	650	674	417	413
AIM2_TSS1_+186_g5	AIM2	747	577	297	440
AIMP1_TSS1_-333_g1	AIMP1	501	416	389	271
AIMP1_TSS1_-229_g2	AIMP1	288	488	498	396
AIMP1_TSS1_-104_g3	AIMP1	436	570	374	439
AIMP1_TSS1_+35_g4	AIMP1	490	658	524	464
AIMP1_TSS1_+181_g5	AIMP1	395	361	546	366
AIMP2_TSS1_-369_g1	AIMP2	181	110	160	153
AIMP2_TSS1_-232_g2	AIMP2	151	169	230	223
AIMP2_TSS1_-124_g3	AIMP2	278	274	175	248
AIMP2_TSS1_+15_g4	AIMP2	194	292	270	232
AIMP2_TSS1_+183_g5	AIMP2	240	103	227	211
AIP_TSS1_-368_g1	AIP	489	485	493	442
AIP_TSS1_-199_g2	AIP	349	454	521	321
AIP_TSS1_-125_g3	AIP	265	364	414	165
AIP_TSS1_+25_g4	AIP	615	615	470	483
AIP_TSS1_+180_g5	AIP	404	418	441	321
AIPL1_TSS1_-363_g1	AIPL1	163	228	179	170
AIPL1_TSS1_-202_g2	AIPL1	211	307	206	384
AIPL1_TSS1_-98_g3	AIPL1	187	150	161	242
AIPL1_TSS1_+52_g4	AIPL1	208	150	275	172
AIPL1_TSS1_+159_g5	AIPL1	262	160	333	319
AIRE_TSS1_-349_g1	AIRE	411	417	454	472
AIRE_TSS1_-196_g2	AIRE	679	471	613	561
AIRE_TSS1_-105_g3	AIRE	363	358	434	442
AIRE_TSS1_+57_g4	AIRE	461	513	510	196
AIRE_TSS1_+169_g5	AIRE	476	333	334	467
AJUBA_TSS1_-339_g1	AJUBA	876	705	524	584
AJUBA_TSS1_-215_g2	AJUBA	548	636	707	732
AJUBA_TSS1_-120_g3	AJUBA	781	935	712	611
AJUBA_TSS1_+61_g4	AJUBA	860	873	1006	897
AJUBA_TSS1_+173_g5	AJUBA	729	861	1103	1290
AK1_TSS1_-359_g1	AK1	846	671	486	767
AK1_TSS1_-241_g2	AK1	741	627	629	450
AK1_TSS1_-119_g3	AK1	824	862	909	1326
AK1_TSS1_+59_g4	AK1	546	503	491	522
AK1_TSS1_+163_g5	AK1	768	634	1498	677
AKAP11_TSS1_-353_g1	AKAP11	227	289	352	351
AKAP11_TSS1_-219_g2	AKAP11	262	358	498	269
AKAP11_TSS1_-125_g3	AKAP11	321	256	332	239
AKAP11_TSS1_+45_g4	AKAP11	233	206	194	209
AKAP11_TSS1_+201_g5	AKAP11	463	657	532	484
AKAP13_TSS1_-352_g1	AKAP13	366	281	213	255
AKAP13_TSS1_-206_g2	AKAP13	303	312	226	480
AKAP13_TSS1_-133_g3	AKAP13	522	293	571	361
AKAP13_TSS1_+27_g4	AKAP13	441	346	257	471
AKAP13_TSS1_+161_g5	AKAP13	260	399	426	374
AKAP6_TSS1_-325_g1	AKAP6	515	579	620	823
AKAP6_TSS1_-200_g2	AKAP6	517	507	475	529
AKAP6_TSS1_-100_g3	AKAP6	505	602	572	582
AKAP6_TSS1_+44_g4	AKAP6	710	431	406	465
AKAP6_TSS1_+158_g5	AKAP6	570	658	632	552
AKAP8_TSS1_-368_g1	AKAP8	359	328	621	285
AKAP8_TSS1_-234_g2	AKAP8	749	331	361	499
AKAP8_TSS1_-119_g3	AKAP8	519	356	488	312
AKAP8_TSS1_+23_g4	AKAP8	518	555	569	475
AKAP8_TSS1_+171_g5	AKAP8	584	340	522	612
AKAP8L_TSS1_-339_g1	AKAP8L	363	415	415	594
AKAP8L_TSS1_-201_g2	AKAP8L	624	618	501	869
AKAP8L_TSS1_-134_g3	AKAP8L	521	411	407	685
AKAP8L_TSS1_+16_g4	AKAP8L	748	572	509	464
AKAP8L_TSS1_+172_g5	AKAP8L	534	531	276	312
AKIP1_TSS1_-366_g1	AKIP1	210	293	189	342
AKIP1_TSS1_-213_g2	AKIP1	218	247	247	268
AKIP1_TSS1_-115_g3	AKIP1	217	208	262	248
AKIP1_TSS1_+31_g4	AKIP1	255	264	233	356
AKIP1_TSS1_+181_g5	AKIP1	218	295	294	243
AKIRIN1_TSS1_-328_g1	AKIRIN1	350	398	281	237
AKIRIN1_TSS1_-202_g2	AKIRIN1	662	477	499	435
AKIRIN1_TSS1_-98_g3	AKIRIN1	498	372	423	303
AKIRIN1_TSS1_+47_g4	AKIRIN1	382	292	310	236
AKIRIN1_TSS1_+167_g5	AKIRIN1	257	486	407	346
AKIRIN2_TSS1_-326_g1	AKIRIN2	681	764	679	1016
AKIRIN2_TSS1_-210_g2	AKIRIN2	652	567	499	717
AKIRIN2_TSS1_-131_g3	AKIRIN2	648	609	576	1175
AKIRIN2_TSS1_+31_g4	AKIRIN2	602	547	566	579
AKIRIN2_TSS1_+174_g5	AKIRIN2	729	987	708	569
AKNA_TSS1_-343_g1	AKNA	572	537	902	799
AKNA_TSS1_-226_g2	AKNA	598	632	791	657
AKNA_TSS1_-109_g3	AKNA	817	883	1061	748
AKNA_TSS1_+39_g4	AKNA	667	1139	830	1303
AKNA_TSS1_+198_g5	AKNA	1418	1026	575	671
AKR1B1_TSS1_-360_g1	AKR1B1	672	729	730	978
AKR1B1_TSS1_-215_g2	AKR1B1	620	609	623	465
AKR1B1_TSS1_-143_g3	AKR1B1	480	877	443	632
AKR1B1_TSS1_+44_g4	AKR1B1	542	606	828	434
AKR1B1_TSS1_+186_g5	AKR1B1	971	885	567	1454
AKR1C3_TSS1_-362_g1	AKR1C3	322	403	255	394
AKR1C3_TSS1_-199_g2	AKR1C3	454	432	406	344
AKR1C3_TSS1_-145_g3	AKR1C3	611	427	568	898
AKR1C3_TSS1_+60_g4	AKR1C3	662	741	648	434
AKR1C3_TSS1_+201_g5	AKR1C3	523	433	497	710
AKT1_TSS1_-351_g1	AKT1	509	541	372	426
AKT1_TSS1_-242_g2	AKT1	370	487	471	614
AKT1_TSS1_-118_g3	AKT1	678	523	693	549
AKT1_TSS1_+24_g4	AKT1	237	292	376	469
AKT1_TSS1_+160_g5	AKT1	469	347	291	489
AKT1S1_TSS1_-362_g1	AKT1S1	119	160	260	168
AKT1S1_TSS1_-215_g2	AKT1S1	185	106	193	188
AKT1S1_TSS1_-111_g3	AKT1S1	156	208	211	213
AKT1S1_TSS1_+63_g4	AKT1S1	184	190	136	156
AKT1S1_TSS1_+199_g5	AKT1S1	262	126	192	253
AKT2_TSS1_-329_g1	AKT2	293	300	268	304
AKT2_TSS1_-206_g2	AKT2	549	596	451	533
AKT2_TSS1_-132_g3	AKT2	338	418	371	257
AKT2_TSS1_+61_g4	AKT2	241	518	307	285
AKT2_TSS1_+194_g5	AKT2	473	442	361	457
AKT3_TSS1_-334_g1	AKT3	247	340	384	273
AKT3_TSS1_-195_g2	AKT3	443	636	542	459
AKT3_TSS1_-110_g3	AKT3	579	413	290	792
AKT3_TSS1_+22_g4	AKT3	367	551	314	430
AKT3_TSS1_+181_g5	AKT3	393	199	297	348
ALAS1_TSS1_-330_g1	ALAS1	1645	1373	2241	966
ALAS1_TSS1_-206_g2	ALAS1	1035	939	697	694
ALAS1_TSS1_-97_g3	ALAS1	809	386	821	554
ALAS1_TSS1_+23_g4	ALAS1	744	994	625	685
ALAS1_TSS1_+199_g5	ALAS1	1128	1308	809	1369
ALDH1A2_TSS1_-360_g1	ALDH1A2	852	494	541	737
ALDH1A2_TSS1_-236_g2	ALDH1A2	555	446	414	641
ALDH1A2_TSS1_-120_g3	ALDH1A2	461	713	432	413
ALDH1A2_TSS1_+18_g4	ALDH1A2	397	937	532	559
ALDH1A2_TSS1_+177_g5	ALDH1A2	342	580	487	256
ALDH1B1_TSS1_-374_g1	ALDH1B1	281	485	912	423
ALDH1B1_TSS1_-212_g2	ALDH1B1	317	539	724	997
ALDH1B1_TSS1_-141_g3	ALDH1B1	324	874	332	619
ALDH1B1_TSS1_+65_g4	ALDH1B1	941	775	521	619
ALDH1B1_TSS1_+158_g5	ALDH1B1	213	500	729	354
ALDH6A1_TSS1_-337_g1	ALDH6A1	528	704	657	548
ALDH6A1_TSS1_-239_g2	ALDH6A1	411	560	587	829
ALDH6A1_TSS1_-123_g3	ALDH6A1	735	828	846	740
ALDH6A1_TSS1_+43_g4	ALDH6A1	405	635	700	461
ALDH6A1_TSS1_+201_g5	ALDH6A1	634	729	812	801
ALDH7A1_TSS1_-331_g1	ALDH7A1	235	221	218	177
ALDH7A1_TSS1_-223_g2	ALDH7A1	430	298	330	317
ALDH7A1_TSS1_-144_g3	ALDH7A1	215	485	522	353
ALDH7A1_TSS1_+38_g4	ALDH7A1	278	339	421	215
ALDH7A1_TSS1_+166_g5	ALDH7A1	117	457	311	412
ALG2_TSS1_-351_g1	ALG2	761	547	867	894
ALG2_TSS1_-206_g2	ALG2	465	517	559	591
ALG2_TSS1_-102_g3	ALG2	845	860	1482	642
ALG2_TSS1_+46_g4	ALG2	1289	1306	1137	1007
ALG2_TSS1_+156_g5	ALG2	461	1006	707	779
ALK_TSS1_-365_g1	ALK	306	358	253	419
ALK_TSS1_-202_g2	ALK	315	485	375	295
ALK_TSS1_-140_g3	ALK	605	499	705	601
ALK_TSS1_+51_g4	ALK	471	523	452	260
ALK_TSS1_+172_g5	ALK	338	695	352	360
ALKBH2_TSS1_-334_g1	ALKBH2	612	626	553	493
ALKBH2_TSS1_-212_g2	ALKBH2	691	719	602	609
ALKBH2_TSS1_-129_g3	ALKBH2	511	566	504	655
ALKBH2_TSS1_+44_g4	ALKBH2	506	357	641	628
ALKBH2_TSS1_+192_g5	ALKBH2	732	726	528	773
ALKBH3_TSS1_-370_g1	ALKBH3	263	237	217	338
ALKBH3_TSS1_-236_g2	ALKBH3	397	276	512	332
ALKBH3_TSS1_-98_g3	ALKBH3	310	246	357	434
ALKBH3_TSS1_+61_g4	ALKBH3	358	237	317	349
ALKBH3_TSS1_+162_g5	ALKBH3	249	378	215	358
ALKBH4_TSS1_-373_g1	ALKBH4	699	661	902	658
ALKBH4_TSS1_-212_g2	ALKBH4	603	578	1031	395
ALKBH4_TSS1_-102_g3	ALKBH4	1011	607	890	505
ALKBH4_TSS1_+38_g4	ALKBH4	598	539	539	458
ALKBH4_TSS1_+198_g5	ALKBH4	496	325	492	415
ALKBH5_TSS1_-349_g1	ALKBH5	494	458	476	582
ALKBH5_TSS1_-226_g2	ALKBH5	843	596	557	609
ALKBH5_TSS1_-104_g3	ALKBH5	868	628	742	602
ALKBH5_TSS1_+26_g4	ALKBH5	621	678	457	720
ALKBH5_TSS1_+156_g5	ALKBH5	810	1069	979	681
ALKBH6_TSS1_-327_g1	ALKBH6	161	190	216	230
ALKBH6_TSS1_-199_g2	ALKBH6	193	277	223	127
ALKBH6_TSS1_-98_g3	ALKBH6	196	176	184	102
ALKBH6_TSS1_+55_g4	ALKBH6	198	151	190	185
ALKBH6_TSS1_+185_g5	ALKBH6	180	298	153	144
ALKBH7_TSS1_-359_g1	ALKBH7	818	381	488	642
ALKBH7_TSS1_-207_g2	ALKBH7	354	430	359	377
ALKBH7_TSS1_-138_g3	ALKBH7	504	433	591	486
ALKBH7_TSS1_+42_g4	ALKBH7	359	399	456	550
ALKBH7_TSS1_+172_g5	ALKBH7	353	478	700	418
ALKBH8_TSS1_-353_g1	ALKBH8	864	1022	883	881
ALKBH8_TSS1_-222_g2	ALKBH8	876	907	952	751
ALKBH8_TSS1_-125_g3	ALKBH8	612	655	681	1108
ALKBH8_TSS1_+33_g4	ALKBH8	440	431	571	449
ALKBH8_TSS1_+177_g5	ALKBH8	878	904	602	702
ALMS1_TSS1_-359_g1	ALMS1	393	320	470	422
ALMS1_TSS1_-205_g2	ALMS1	631	521	455	306
ALMS1_TSS1_-104_g3	ALMS1	690	575	353	465
ALMS1_TSS1_+20_g4	ALMS1	364	468	497	517
ALMS1_TSS1_+165_g5	ALMS1	662	292	839	326
ALOX15_TSS1_-358_g1	ALOX15	288	186	268	136
ALOX15_TSS1_-198_g2	ALOX15	152	218	156	143
ALOX15_TSS1_-111_g3	ALOX15	239	241	206	174
ALOX15_TSS1_+43_g4	ALOX15	201	218	210	169
ALOX15_TSS1_+195_g5	ALOX15	97	196	210	206
ALOX5_TSS1_-348_g1	ALOX5	295	253	367	367
ALOX5_TSS1_-218_g2	ALOX5	184	215	112	185
ALOX5_TSS1_-97_g3	ALOX5	349	335	461	550
ALOX5_TSS1_+27_g4	ALOX5	231	255	254	199
ALOX5_TSS1_+196_g5	ALOX5	340	285	294	350
ALOX5AP_TSS1_-346_g1	ALOX5AP	431	494	425	669
ALOX5AP_TSS1_-234_g2	ALOX5AP	384	610	687	705
ALOX5AP_TSS1_-139_g3	ALOX5AP	558	703	667	858
ALOX5AP_TSS1_+41_g4	ALOX5AP	402	642	287	500
ALOX5AP_TSS1_+172_g5	ALOX5AP	527	545	931	576
ALPK1_TSS1_-361_g1	ALPK1	436	784	488	464
ALPK1_TSS1_-205_g2	ALPK1	544	570	685	584
ALPK1_TSS1_-129_g3	ALPK1	755	549	438	506
ALPK1_TSS1_+51_g4	ALPK1	581	589	552	495
ALPK1_TSS1_+155_g5	ALPK1	764	880	820	655
ALPK2_TSS1_-359_g1	ALPK2	234	249	242	329
ALPK2_TSS1_-237_g2	ALPK2	250	228	245	194
ALPK2_TSS1_-115_g3	ALPK2	241	239	211	149
ALPK2_TSS1_+60_g4	ALPK2	206	183	283	295
ALPK2_TSS1_+186_g5	ALPK2	192	204	225	237
ALPK3_TSS1_-350_g1	ALPK3	692	473	267	467
ALPK3_TSS1_-223_g2	ALPK3	543	512	362	643
ALPK3_TSS1_-110_g3	ALPK3	393	481	456	509
ALPK3_TSS1_+43_g4	ALPK3	807	627	939	499
ALPK3_TSS1_+185_g5	ALPK3	451	518	675	778
ALS2CR8_TSS1_-336_g1	ALS2CR8	634	877	592	894
ALS2CR8_TSS1_-209_g2	ALS2CR8	805	660	749	1045
ALS2CR8_TSS1_-116_g3	ALS2CR8	821	829	652	1306
ALS2CR8_TSS1_+40_g4	ALS2CR8	1282	1162	1210	1070
ALS2CR8_TSS1_+188_g5	ALS2CR8	772	585	721	441
ALX1_TSS1_-368_g1	ALX1	697	472	551	527
ALX1_TSS1_-219_g2	ALX1	613	719	635	550
ALX1_TSS1_-122_g3	ALX1	501	599	541	541
ALX1_TSS1_+53_g4	ALX1	776	484	634	501
ALX1_TSS1_+184_g5	ALX1	643	491	485	471
ALX3_TSS1_-370_g1	ALX3	734	319	724	643
ALX3_TSS1_-203_g2	ALX3	418	385	413	490
ALX3_TSS1_-118_g3	ALX3	388	603	548	468
ALX3_TSS1_+33_g4	ALX3	315	335	250	267
ALX3_TSS1_+166_g5	ALX3	570	703	555	571
ALX4_TSS1_-344_g1	ALX4	271	416	337	246
ALX4_TSS1_-217_g2	ALX4	286	239	541	308
ALX4_TSS1_-115_g3	ALX4	263	404	429	299
ALX4_TSS1_+28_g4	ALX4	218	83	208	242
ALX4_TSS1_+184_g5	ALX4	169	313	115	239
ALYREF_TSS1_-339_g1	ALYREF	429	527	477	406
ALYREF_TSS1_-240_g2	ALYREF	348	686	577	293
ALYREF_TSS1_-118_g3	ALYREF	527	366	361	415
ALYREF_TSS1_+48_g4	ALYREF	490	488	344	309
ALYREF_TSS1_+201_g5	ALYREF	306	389	495	454
AMER1_TSS1_-352_g1	AMER1	1103	1068	544	641
AMER1_TSS1_-197_g2	AMER1	662	478	636	450
AMER1_TSS1_-142_g3	AMER1	622	992	1017	825
AMER1_TSS1_+53_g4	AMER1	568	642	592	419
AMER1_TSS1_+172_g5	AMER1	507	574	435	502
AMHR2_TSS1_-358_g1	AMHR2	389	325	363	404
AMHR2_TSS1_-206_g2	AMHR2	284	236	253	331
AMHR2_TSS1_-127_g3	AMHR2	341	360	200	307
AMHR2_TSS1_+41_g4	AMHR2	141	186	385	196
AMHR2_TSS1_+165_g5	AMHR2	428	293	220	351
AMIGO2_TSS1_-340_g1	AMIGO2	302	591	266	332
AMIGO2_TSS1_-198_g2	AMIGO2	286	214	169	176
AMIGO2_TSS1_-129_g3	AMIGO2	338	287	441	179
AMIGO2_TSS1_+21_g4	AMIGO2	290	388	449	237
AMIGO2_TSS1_+195_g5	AMIGO2	204	332	390	356
AMOT_TSS1_-334_g1	AMOT	99	91	130	173
AMOT_TSS1_-202_g2	AMOT	261	223	284	204
AMOT_TSS1_-124_g3	AMOT	183	147	180	157
AMOT_TSS1_+63_g4	AMOT	107	220	225	115
AMOT_TSS1_+198_g5	AMOT	109	162	137	240
AMOTL1_TSS1_-374_g1	AMOTL1	168	266	162	259
AMOTL1_TSS1_-207_g2	AMOTL1	393	506	379	406
AMOTL1_TSS1_-132_g3	AMOTL1	389	468	290	179
AMOTL1_TSS1_+62_g4	AMOTL1	625	484	681	663
AMOTL1_TSS1_+184_g5	AMOTL1	506	539	485	536
ANAPC1_TSS1_-336_g1	ANAPC1	299	383	355	356
ANAPC1_TSS1_-218_g2	ANAPC1	491	314	541	202
ANAPC1_TSS1_-134_g3	ANAPC1	259	246	174	192
ANAPC1_TSS1_+31_g4	ANAPC1	325	198	333	243
ANAPC1_TSS1_+162_g5	ANAPC1	175	293	220	232
ANAPC10_TSS1_-326_g1	ANAPC10	221	244	157	121
ANAPC10_TSS1_-236_g2	ANAPC10	176	152	123	221
ANAPC10_TSS1_-108_g3	ANAPC10	168	149	126	198
ANAPC10_TSS1_+43_g4	ANAPC10	202	270	258	286
ANAPC10_TSS1_+201_g5	ANAPC10	188	157	190	119
ANAPC11_TSS1_-360_g1	ANAPC11	189	147	379	286
ANAPC11_TSS1_-230_g2	ANAPC11	203	296	298	363
ANAPC11_TSS1_-133_g3	ANAPC11	214	235	243	233
ANAPC11_TSS1_+43_g4	ANAPC11	146	304	195	244
ANAPC11_TSS1_+193_g5	ANAPC11	199	251	270	334
ANAPC13_TSS1_-350_g1	ANAPC13	274	225	372	449
ANAPC13_TSS1_-240_g2	ANAPC13	419	515	444	151
ANAPC13_TSS1_-123_g3	ANAPC13	353	350	330	600
ANAPC13_TSS1_+25_g4	ANAPC13	448	334	393	485
ANAPC13_TSS1_+184_g5	ANAPC13	470	203	242	377
ANAPC15_TSS1_-350_g1	ANAPC15	644	641	607	892
ANAPC15_TSS1_-239_g2	ANAPC15	708	620	973	735
ANAPC15_TSS1_-131_g3	ANAPC15	532	615	453	480
ANAPC15_TSS1_+30_g4	ANAPC15	395	744	683	585
ANAPC15_TSS1_+159_g5	ANAPC15	438	527	745	627
ANAPC16_TSS1_-328_g1	ANAPC16	255	233	929	1321
ANAPC16_TSS1_-212_g2	ANAPC16	210	210	767	655
ANAPC16_TSS1_-131_g3	ANAPC16	276	224	1001	702
ANAPC16_TSS1_+40_g4	ANAPC16	178	199	288	335
ANAPC16_TSS1_+161_g5	ANAPC16	169	196	119	185
ANAPC2_TSS1_-368_g1	ANAPC2	562	1005	539	791
ANAPC2_TSS1_-195_g2	ANAPC2	338	620	551	453
ANAPC2_TSS1_-95_g3	ANAPC2	634	473	426	514
ANAPC2_TSS1_+39_g4	ANAPC2	731	503	782	410
ANAPC2_TSS1_+160_g5	ANAPC2	651	757	386	800
ANAPC4_TSS1_-339_g1	ANAPC4	614	638	666	533
ANAPC4_TSS1_-208_g2	ANAPC4	467	493	639	561
ANAPC4_TSS1_-144_g3	ANAPC4	470	379	446	685
ANAPC4_TSS1_+63_g4	ANAPC4	449	390	477	278
ANAPC4_TSS1_+170_g5	ANAPC4	742	426	500	659
ANAPC5_TSS1_-368_g1	ANAPC5	250	330	481	238
ANAPC5_TSS1_-203_g2	ANAPC5	620	478	516	389
ANAPC5_TSS1_-131_g3	ANAPC5	660	720	802	506
ANAPC5_TSS1_+61_g4	ANAPC5	323	341	314	376
ANAPC5_TSS1_+195_g5	ANAPC5	409	663	514	554
ANAPC7_TSS1_-344_g1	ANAPC7	516	780	900	739
ANAPC7_TSS1_-227_g2	ANAPC7	1027	1303	953	900
ANAPC7_TSS1_-106_g3	ANAPC7	835	736	946	1387
ANAPC7_TSS1_+17_g4	ANAPC7	839	1158	479	754
ANAPC7_TSS1_+186_g5	ANAPC7	677	1057	640	796
ANG_TSS1_-368_g1	ANG	336	407	381	267
ANG_TSS1_-225_g2	ANG	512	326	333	317
ANG_TSS1_-103_g3	ANG	310	484	540	486
ANG_TSS1_+63_g4	ANG	562	360	614	452
ANG_TSS1_+164_g5	ANG	650	701	660	708
ANGPT2_TSS1_-338_g1	ANGPT2	441	626	844	566
ANGPT2_TSS1_-208_g2	ANGPT2	653	722	774	684
ANGPT2_TSS1_-103_g3	ANGPT2	929	594	789	1025
ANGPT2_TSS1_+29_g4	ANGPT2	456	399	369	393
ANGPT2_TSS1_+160_g5	ANGPT2	674	1040	694	731
ANK3_TSS1_-330_g1	ANK3	891	1423	697	1071
ANK3_TSS1_-199_g2	ANK3	1131	1448	1043	1260
ANK3_TSS1_-128_g3	ANK3	736	719	635	935
ANK3_TSS1_+16_g4	ANK3	618	1042	871	387
ANK3_TSS1_+190_g5	ANK3	536	463	654	587
ANKHD1_TSS1_-325_g1	ANKHD1	490	696	670	659
ANKHD1_TSS1_-231_g2	ANKHD1	487	439	417	568
ANKHD1_TSS1_-141_g3	ANKHD1	508	349	250	704
ANKHD1_TSS1_+51_g4	ANKHD1	469	399	405	521
ANKHD1_TSS1_+193_g5	ANKHD1	684	669	776	513
ANKK1_TSS1_-359_g1	ANKK1	641	634	2425	3192
ANKK1_TSS1_-238_g2	ANKK1	576	549	1636	2329
ANKK1_TSS1_-111_g3	ANKK1	689	858	2880	2415
ANKK1_TSS1_+51_g4	ANKK1	766	911	696	900
ANKK1_TSS1_+180_g5	ANKK1	546	441	419	521
ANKLE2_TSS1_-351_g1	ANKLE2	568	587	426	524
ANKLE2_TSS1_-204_g2	ANKLE2	579	742	989	795
ANKLE2_TSS1_-140_g3	ANKLE2	866	756	580	920
ANKLE2_TSS1_+29_g4	ANKLE2	508	732	858	1049
ANKLE2_TSS1_+170_g5	ANKLE2	664	726	978	1260
ANKRA2_TSS1_-375_g1	ANKRA2	383	260	320	350
ANKRA2_TSS1_-222_g2	ANKRA2	304	249	305	446
ANKRA2_TSS1_-116_g3	ANKRA2	221	251	340	238
ANKRA2_TSS1_+60_g4	ANKRA2	450	498	523	756
ANKRA2_TSS1_+163_g5	ANKRA2	344	423	392	330
ANKRD1_TSS1_-356_g1	ANKRD1	567	419	473	456
ANKRD1_TSS1_-200_g2	ANKRD1	684	759	1057	641
ANKRD1_TSS1_-129_g3	ANKRD1	583	544	659	676
ANKRD1_TSS1_+45_g4	ANKRD1	439	381	640	527
ANKRD1_TSS1_+159_g5	ANKRD1	646	384	440	587
ANKRD11_TSS1_-335_g1	ANKRD11	723	631	602	806
ANKRD11_TSS1_-195_g2	ANKRD11	781	654	374	624
ANKRD11_TSS1_-129_g3	ANKRD11	694	664	1037	843
ANKRD11_TSS1_+17_g4	ANKRD11	420	712	535	744
ANKRD11_TSS1_+165_g5	ANKRD11	735	805	849	625
ANKRD12_TSS1_-372_g1	ANKRD12	815	845	614	1193
ANKRD12_TSS1_-232_g2	ANKRD12	676	621	452	299
ANKRD12_TSS1_-113_g3	ANKRD12	473	502	516	788
ANKRD12_TSS1_+29_g4	ANKRD12	1365	1067	1101	1162
