sgRNA	Gene	T0_rep1	T0_rep2	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2	DrugHi_rep1	DrugHi_rep2
CALCA_sg1	CALCA	783	709	953	482	858	814	805	679
CALCA_sg2	CALCA	667	511	595	591	793	1246	1131	985
CALCA_sg3	CALCA	899	754	850	663	771	484	515	668
CALCA_sg4	CALCA	1363	836	824	857	511	1204	503	820
CALCOCO2_sg1	CALCOCO2	862	838	618	808	882	568	735	835
CALCOCO2_sg2	CALCOCO2	825	1452	1154	1069	1275	1059	1003	838
CALCOCO2_sg3	CALCOCO2	1278	1147	1031	900	1044	1280	1234	1423
CALCOCO2_sg4	CALCOCO2	981	936	930	947	593	884	433	668
CALML6_sg1	CALML6	569	494	303	574	761	545	489	521
CALML6_sg2	CALML6	948	939	870	742	524	528	533	691
CALML6_sg3	CALML6	520	700	1194	803	642	592	804	554
CALML6_sg4	CALML6	512	566	500	864	781	608	762	643
CALR_sg1	CALR	152	202	96	171	113	140	143	161
CALR_sg2	CALR	238	420	346	373	412	288	410	196
CALR_sg3	CALR	170	167	165	195	132	91	125	136
CALR_sg4	CALR	135	108	170	222	154	176	150	134
CAMK1D_sg1	CAMK1D	749	998	1138	1514	790	553	1103	755
CAMK1D_sg2	CAMK1D	744	736	817	705	721	785	872	522
CAMK1D_sg3	CAMK1D	769	821	804	1213	778	698	1118	1044
CAMK1D_sg4	CAMK1D	1220	1006	657	778	730	817	514	670
CAMK1G_sg1	CAMK1G	1453	914	1267	772	1267	918	869	1257
CAMK1G_sg2	CAMK1G	1140	1256	1051	846	903	1007	967	1024
CAMK1G_sg3	CAMK1G	1014	1209	1105	824	763	1086	1026	864
CAMK1G_sg4	CAMK1G	902	1001	1254	995	1344	1249	721	1205
CAMK2A_sg1	CAMK2A	476	567	701	655	508	588	540	367
CAMK2A_sg2	CAMK2A	581	691	546	1295	600	832	621	453
CAMK2A_sg3	CAMK2A	376	415	548	464	511	587	720	414
CAMK2A_sg4	CAMK2A	398	416	767	480	623	635	672	658
CAMK2G_sg1	CAMK2G	269	276	332	351	365	265	190	341
CAMK2G_sg2	CAMK2G	379	333	362	361	256	374	373	440
CAMK2G_sg3	CAMK2G	205	365	337	410	419	572	459	484
CAMK2G_sg4	CAMK2G	344	262	417	377	459	612	518	210
CAMK2N2_sg1	CAMK2N2	277	360	402	233	534	370	376	279
CAMK2N2_sg2	CAMK2N2	437	454	270	451	347	425	508	211
CAMK2N2_sg3	CAMK2N2	395	958	610	410	564	548	506	484
CAMK2N2_sg4	CAMK2N2	330	442	472	456	561	393	596	355
CAMKK1_sg1	CAMKK1	1086	840	1087	726	1510	1171	1419	1169
CAMKK1_sg2	CAMKK1	1111	902	832	1315	1333	1374	1130	1120
CAMKK1_sg3	CAMKK1	1295	838	1019	1527	1511	778	1343	900
CAMKK1_sg4	CAMKK1	724	709	658	1282	1376	1011	825	1267
CAND1_sg1	CAND1	1094	1230	938	988	743	819	1029	1057
CAND1_sg2	CAND1	806	610	652	818	1206	1184	940	642
CAND1_sg3	CAND1	1078	1304	808	920	1250	1107	1340	1023
CAND1_sg4	CAND1	1152	723	973	829	766	899	731	889
CAND2_sg1	CAND2	934	863	1563	706	1345	874	978	1003
CAND2_sg2	CAND2	1033	965	549	997	722	910	889	991
CAND2_sg3	CAND2	1075	1588	1120	1354	1341	1291	1347	1321
CAND2_sg4	CAND2	1806	981	1599	1090	1429	932	463	712
CAPG_sg1	CAPG	974	779	1146	1265	1027	1748	694	895
CAPG_sg2	CAPG	703	1308	1078	1499	1077	934	746	1187
CAPG_sg3	CAPG	1350	895	879	982	853	845	559	934
CAPG_sg4	CAPG	599	802	1150	850	945	1074	869	980
CAPN3_sg1	CAPN3	1404	1162	1531	1957	1281	1163	1782	1892
CAPN3_sg2	CAPN3	1133	1686	890	744	620	1266	1236	947
CAPN3_sg3	CAPN3	1215	1051	933	1252	913	1102	1249	717
CAPN3_sg4	CAPN3	1032	1364	1548	1105	1231	1175	1256	1179
CAPN7_sg1	CAPN7	851	941	1056	1013	1115	1089	1228	1393
CAPN7_sg2	CAPN7	1128	2060	1341	1397	1079	1334	1600	1804
CAPN7_sg3	CAPN7	1183	1153	1066	787	1347	2006	1570	799
CAPN7_sg4	CAPN7	1115	1687	1472	1098	1156	1109	1377	1863
CARD8_sg1	CARD8	842	719	698	918	891	1237	695	718
CARD8_sg2	CARD8	994	1016	1130	658	624	756	828	668
CARD8_sg3	CARD8	548	1033	903	561	778	528	695	685
CARD8_sg4	CARD8	1049	721	826	739	1206	803	594	786
CARM1_sg1	CARM1	579	594	483	550	415	619	552	950
CARM1_sg2	CARM1	951	511	594	788	652	886	658	668
CARM1_sg3	CARM1	693	517	900	653	590	364	768	1024
CARM1_sg4	CARM1	510	347	605	670	475	727	751	965
CASC3_sg1	CASC3	1517	639	808	1237	1839	1181	2234	2254
CASC3_sg2	CASC3	919	1290	1347	1207	913	1493	1848	1345
CASC3_sg3	CASC3	1314	1620	925	1356	1194	1485	1602	1317
CASC3_sg4	CASC3	1632	1194	1042	1310	1523	1161	1792	1093
CASC5_sg1	CASC5	335	307	371	499	370	435	660	733
CASC5_sg2	CASC5	395	471	477	678	380	442	615	777
CASC5_sg3	CASC5	632	579	562	259	618	651	654	613
CASC5_sg4	CASC5	376	564	377	461	622	536	434	431
CASK_sg1	CASK	1355	957	1280	828	1016	1409	862	1024
CASK_sg2	CASK	630	771	769	856	811	658	833	1048
CASK_sg3	CASK	939	1246	1136	784	964	1199	951	865
CASK_sg4	CASK	960	676	760	630	1055	736	778	1031
CASP2_sg1	CASP2	1097	1260	1223	895	433	556	909	850
CASP2_sg2	CASP2	1078	928	842	878	835	1332	799	700
CASP2_sg3	CASP2	622	938	625	679	990	740	858	817
CASP2_sg4	CASP2	871	692	1000	1125	893	1182	1108	938
CASP3_sg1	CASP3	479	514	638	336	601	413	307	585
CASP3_sg2	CASP3	553	684	436	359	883	626	547	581
CASP3_sg3	CASP3	385	442	285	400	379	321	277	242
CASP3_sg4	CASP3	514	474	816	479	367	368	424	424
CASP6_sg1	CASP6	911	1202	1012	1007	728	844	852	643
CASP6_sg2	CASP6	1640	854	706	711	598	884	959	771
CASP6_sg3	CASP6	825	1342	1034	1006	1300	1310	883	749
CASP6_sg4	CASP6	1026	1005	700	1434	1044	1248	1032	1189
CASP8_sg1	CASP8	1114	681	825	850	1394	933	1200	660
CASP8_sg2	CASP8	1036	623	912	1061	1092	1393	944	1648
CASP8_sg3	CASP8	619	897	1394	912	658	686	1239	1037
CASP8_sg4	CASP8	1205	1158	546	775	984	585	646	887
CAV2_sg1	CAV2	1119	769	669	763	1255	1084	927	583
CAV2_sg2	CAV2	943	1068	1176	660	910	1311	951	1655
CAV2_sg3	CAV2	1170	1640	1223	932	1422	954	972	1124
CAV2_sg4	CAV2	853	963	994	850	935	1291	894	923
CBLB_sg1	CBLB	496	359	727	474	603	464	532	679
CBLB_sg2	CBLB	846	784	501	1028	798	669	600	625
CBLB_sg3	CBLB	442	505	536	738	508	660	948	311
CBLB_sg4	CBLB	478	631	854	799	730	598	840	413
CBLC_sg1	CBLC	743	949	1130	729	768	762	720	884
CBLC_sg2	CBLC	681	784	603	767	710	578	527	892
CBLC_sg3	CBLC	635	807	766	1065	813	831	502	1543
CBLC_sg4	CBLC	636	539	411	515	1063	511	508	662
CBX2_sg1	CBX2	849	867	627	1028	691	615	840	561
CBX2_sg2	CBX2	815	496	742	516	605	690	456	793
CBX2_sg3	CBX2	568	350	661	383	485	295	401	431
CBX2_sg4	CBX2	766	566	391	573	430	687	689	908
CBX4_sg1	CBX4	203	145	162	144	160	168	210	217
CBX4_sg2	CBX4	193	139	180	111	159	126	160	306
CBX4_sg3	CBX4	209	205	179	104	277	307	234	234
CBX4_sg4	CBX4	139	193	178	138	244	167	195	193
CBX7_sg1	CBX7	1084	833	989	1029	1165	1369	1240	2044
CBX7_sg2	CBX7	950	1244	1694	1149	1103	951	1318	1467
CBX7_sg3	CBX7	881	975	1135	822	1258	1160	1564	477
CBX7_sg4	CBX7	1069	676	936	1211	1189	1691	1202	1359
CBX8_sg1	CBX8	1144	947	896	653	744	767	963	1024
CBX8_sg2	CBX8	596	1164	621	825	1120	509	884	1111
CBX8_sg3	CBX8	687	848	1069	1097	1064	828	561	737
CBX8_sg4	CBX8	633	1049	563	1067	1423	872	1171	1097
CC2D1B_sg1	CC2D1B	1015	732	837	549	881	776	851	794
CC2D1B_sg2	CC2D1B	752	1310	883	598	785	559	889	827
CC2D1B_sg3	CC2D1B	1293	952	1102	1569	1150	742	1674	1133
CC2D1B_sg4	CC2D1B	837	1231	725	815	935	1084	781	1175
CCAR1_sg1	CCAR1	277	166	291	249	203	222	165	327
CCAR1_sg2	CCAR1	202	311	274	225	248	163	193	150
CCAR1_sg3	CCAR1	154	309	217	353	166	186	175	302
CCAR1_sg4	CCAR1	232	310	207	195	210	255	121	175
CCDC102A_sg1	CCDC102A	1148	1322	778	999	1303	846	975	1347
CCDC102A_sg2	CCDC102A	1228	1167	792	752	1079	1573	1315	1064
CCDC102A_sg3	CCDC102A	879	1203	861	1174	1435	951	744	953
CCDC102A_sg4	CCDC102A	728	1166	1452	785	1041	1384	765	711
CCDC103_sg1	CCDC103	1009	1329	722	1405	1379	1543	1428	1022
CCDC103_sg2	CCDC103	732	941	950	789	1162	1348	1238	1614
CCDC103_sg3	CCDC103	857	936	1197	1701	731	1362	958	1046
CCDC103_sg4	CCDC103	1218	460	1240	1002	1958	1258	1247	1158
CCDC105_sg1	CCDC105	382	317	236	297	330	267	245	255
CCDC105_sg2	CCDC105	332	287	252	357	180	301	250	338
CCDC105_sg3	CCDC105	476	371	563	528	367	372	413	187
CCDC105_sg4	CCDC105	311	266	178	304	249	307	233	261
CCDC106_sg1	CCDC106	777	1031	825	538	733	867	917	655
CCDC106_sg2	CCDC106	569	712	997	604	1110	650	496	548
CCDC106_sg3	CCDC106	875	608	967	811	465	627	420	620
CCDC106_sg4	CCDC106	950	831	764	643	747	826	592	461
CCDC107_sg1	CCDC107	666	516	332	649	621	507	395	398
CCDC107_sg2	CCDC107	596	657	631	647	667	427	614	285
CCDC107_sg3	CCDC107	750	558	411	553	374	310	525	408
CCDC107_sg4	CCDC107	330	481	436	315	280	600	321	285
CCDC109B_sg1	CCDC109B	614	667	517	421	679	471	553	643
CCDC109B_sg2	CCDC109B	1008	924	398	733	769	484	881	570
CCDC109B_sg3	CCDC109B	366	472	405	532	477	408	397	398
CCDC109B_sg4	CCDC109B	424	528	346	468	358	498	556	330
CCDC11_sg1	CCDC11	580	507	560	407	527	351	436	598
CCDC11_sg2	CCDC11	364	363	269	248	353	201	325	175
CCDC11_sg3	CCDC11	241	554	446	242	409	370	184	367
CCDC11_sg4	CCDC11	224	448	277	145	283	271	339	249
CCDC113_sg1	CCDC113	280	226	347	346	322	229	508	490
CCDC113_sg2	CCDC113	354	328	478	381	513	530	501	387
CCDC113_sg3	CCDC113	415	236	333	272	525	497	284	437
CCDC113_sg4	CCDC113	296	249	447	274	388	669	263	444
CCDC115_sg1	CCDC115	337	591	440	448	519	574	233	642
CCDC115_sg2	CCDC115	472	399	571	513	362	660	444	440
CCDC115_sg3	CCDC115	513	394	681	543	609	347	329	377
CCDC115_sg4	CCDC115	323	342	499	393	489	274	323	338
CCDC116_sg1	CCDC116	703	465	610	716	787	990	675	743
CCDC116_sg2	CCDC116	1049	815	954	759	1056	915	857	919
CCDC116_sg3	CCDC116	740	1293	1278	1030	988	1293	1031	1015
CCDC116_sg4	CCDC116	851	794	736	945	618	1150	697	1151
CDK1_sg1	CDK1	189	286	55	51	103	92	77	72
CDK1_sg2	CDK1	119	241	126	62	102	65	53	95
CDK1_sg3	CDK1	194	148	86	60	78	55	56	72
CDK1_sg4	CDK1	169	172	60	108	66	72	113	134
CHEK1_sg1	CHEK1	917	834	796	672	382	262	292	170
CHEK1_sg2	CHEK1	957	881	809	499	270	232	207	145
CHEK1_sg3	CHEK1	842	807	674	1201	383	207	242	155
CHEK1_sg4	CHEK1	863	1028	1350	924	618	484	223	247
CHEK2_sg1	CHEK2	335	385	341	411	120	104	72	26
CHEK2_sg2	CHEK2	370	316	289	332	107	109	48	61
CHEK2_sg3	CHEK2	457	324	173	488	114	93	73	73
CHEK2_sg4	CHEK2	244	336	350	319	91	97	26	63
DYNLL1_sg1	DYNLL1	546	823	698	993	2090	2183	5127	4829
DYNLL1_sg2	DYNLL1	1019	674	599	791	1889	3495	4894	4297
DYNLL1_sg3	DYNLL1	750	724	555	501	2101	2305	5139	2378
DYNLL1_sg4	DYNLL1	557	1070	1455	1081	3273	3245	3993	4848
EEF2_sg1	EEF2	864	898	348	294	358	275	528	294
EEF2_sg2	EEF2	958	833	312	284	415	543	214	255
EEF2_sg3	EEF2	690	730	176	144	336	313	363	212
EEF2_sg4	EEF2	687	742	299	351	225	187	382	299
EIF3A_sg1	EIF3A	884	766	215	205	237	197	285	200
EIF3A_sg2	EIF3A	826	843	265	237	326	256	298	157
EIF3A_sg3	EIF3A	1174	756	259	196	242	294	213	329
EIF3A_sg4	EIF3A	686	622	250	176	269	221	239	357
EXO1_sg1	EXO1	674	557	490	519	134	176	67	92
EXO1_sg2	EXO1	1315	726	516	548	180	281	82	113
EXO1_sg3	EXO1	650	537	518	623	139	265	81	120
EXO1_sg4	EXO1	936	1079	856	725	129	145	74	99
FAM35A_sg1	FAM35A	675	609	547	759	1717	2395	2539	2599
FAM35A_sg2	FAM35A	733	721	556	1134	2348	2220	3366	2987
FAM35A_sg3	FAM35A	810	400	666	627	1766	1651	3234	2968
FAM35A_sg4	FAM35A	558	583	628	922	1743	2300	2897	3056
FANCA_sg1	FANCA	613	530	646	502	192	201	152	92
FANCA_sg2	FANCA	683	564	331	703	145	137	92	76
FANCA_sg3	FANCA	887	1038	624	481	136	192	169	116
FANCA_sg4	FANCA	717	652	678	711	108	162	104	73
FANCB_sg1	FANCB	967	1029	953	873	215	231	115	77
FANCB_sg2	FANCB	1232	945	1076	1008	324	353	128	155
FANCB_sg3	FANCB	1135	1230	1372	1039	297	257	128	97
FANCB_sg4	FANCB	1494	1314	1282	1641	359	296	85	104
FANCC_sg1	FANCC	202	180	263	151	42	55	22	39
FANCC_sg2	FANCC	146	207	246	221	48	60	44	17
FANCC_sg3	FANCC	234	254	229	162	35	41	26	16
FANCC_sg4	FANCC	159	182	156	185	46	30	45	33
FANCD2_sg1	FANCD2	688	608	534	487	114	92	57	45
FANCD2_sg2	FANCD2	377	426	326	493	100	145	46	42
FANCD2_sg3	FANCD2	481	388	675	479	74	127	43	58
FANCD2_sg4	FANCD2	539	591	445	338	126	82	57	47
FANCE_sg1	FANCE	283	231	178	164	66	84	94	88
FANCE_sg2	FANCE	221	259	248	203	66	87	46	65
FANCE_sg3	FANCE	137	144	105	309	56	77	43	34
FANCE_sg4	FANCE	119	135	127	130	94	51	52	43
FANCF_sg1	FANCF	648	873	607	1034	270	216	191	163
FANCF_sg2	FANCF	932	382	666	807	355	211	251	278
FANCF_sg3	FANCF	1000	1193	1042	784	549	613	354	215
FANCF_sg4	FANCF	635	659	683	1012	463	351	195	416
FANCI_sg1	FANCI	1093	1071	1348	894	261	306	295	435
FANCI_sg2	FANCI	1234	1442	723	1170	555	359	202	235
FANCI_sg3	FANCI	1616	1439	1290	807	584	620	259	366
FANCI_sg4	FANCI	1347	1339	1100	642	373	507	242	339
FANCL_sg1	FANCL	508	721	642	797	187	289	80	99
FANCL_sg2	FANCL	760	800	653	650	318	307	86	77
FANCL_sg3	FANCL	912	705	602	590	284	250	114	124
FANCL_sg4	FANCL	651	890	772	610	238	188	99	140
FANCM_sg1	FANCM	265	211	167	156	77	90	54	44
FANCM_sg2	FANCM	119	120	132	143	75	78	38	33
FANCM_sg3	FANCM	186	254	195	200	88	94	37	54
FANCM_sg4	FANCM	248	411	157	189	126	91	47	81
H2AFX_sg1	H2AFX	777	770	440	548	315	240	84	181
H2AFX_sg2	H2AFX	1135	1151	658	881	227	235	219	116
H2AFX_sg3	H2AFX	958	750	535	662	207	230	119	61
H2AFX_sg4	H2AFX	692	710	783	512	320	161	169	196
MAD2L2_sg1	MAD2L2	457	345	215	415	870	721	1392	1406
MAD2L2_sg2	MAD2L2	385	430	126	221	609	1116	1078	1850
MAD2L2_sg3	MAD2L2	293	301	242	278	888	916	1506	1666
MAD2L2_sg4	MAD2L2	193	237	229	238	340	826	1193	1093
MRE11_sg1	MRE11	901	1013	825	1143	433	331	204	218
MRE11_sg2	MRE11	891	1749	1538	1695	484	571	336	328
MRE11_sg3	MRE11	1047	767	799	1012	229	487	367	349
MRE11_sg4	MRE11	748	1696	940	1209	354	269	420	223
NBN_sg1	NBN	932	679	844	846	226	293	124	141
NBN_sg2	NBN	830	497	1225	774	325	284	105	126
NBN_sg3	NBN	831	596	680	523	211	215	87	107
NBN_sg4	NBN	598	544	810	402	277	225	91	96
PALB2_sg1	PALB2	1432	1081	1160	1452	446	421	154	218
PALB2_sg2	PALB2	802	929	944	884	224	403	163	98
PALB2_sg3	PALB2	557	1225	1501	559	369	314	149	157
PALB2_sg4	PALB2	1466	715	1314	1048	368	434	176	181
PARP1_sg1	PARP1	657	704	1042	1005	2440	3075	7243	7257
PARP1_sg2	PARP1	1358	662	1531	863	4632	3793	9199	4494
PARP1_sg3	PARP1	1105	984	1430	851	3895	4700	3796	8402
PARP1_sg4	PARP1	634	858	1105	660	3085	2335	7070	5155
PARP2_sg1	PARP2	325	399	438	497	1231	966	1059	1419
PARP2_sg2	PARP2	448	296	540	420	736	679	1042	1404
PARP2_sg3	PARP2	464	540	384	668	1225	1204	1168	1476
PARP2_sg4	PARP2	584	441	292	448	820	1202	1226	1084
PAXIP1_sg1	PAXIP1	757	607	750	756	770	1610	1731	2030
PAXIP1_sg2	PAXIP1	1245	813	915	979	1913	905	1527	3271
PAXIP1_sg3	PAXIP1	887	1539	941	659	2314	2345	2404	2887
PAXIP1_sg4	PAXIP1	674	1123	672	576	2056	1134	2148	2406
PCNA_sg1	PCNA	930	794	540	475	482	285	304	257
PCNA_sg2	PCNA	1188	1684	495	266	343	475	520	362
PCNA_sg3	PCNA	957	1058	155	480	581	409	392	394
PCNA_sg4	PCNA	1733	1486	417	716	410	527	546	565
POLR2A_sg1	POLR2A	219	252	83	133	64	124	42	55
POLR2A_sg2	POLR2A	321	313	160	147	125	112	110	109
POLR2A_sg3	POLR2A	327	361	93	110	68	107	163	104
POLR2A_sg4	POLR2A	324	386	82	177	125	82	85	95
PSMD1_sg1	PSMD1	524	571	234	117	238	236	282	271
PSMD1_sg2	PSMD1	664	553	245	175	165	144	318	142
PSMD1_sg3	PSMD1	610	1004	124	260	115	170	262	179
PSMD1_sg4	PSMD1	454	387	185	168	170	143	253	306
RAD50_sg1	RAD50	1207	1098	654	1327	230	377	205	156
RAD50_sg2	RAD50	1351	1062	1265	851	299	445	132	320
RAD50_sg3	RAD50	964	963	805	1310	276	351	193	166
RAD50_sg4	RAD50	1296	762	543	740	254	272	169	203
RAD51_sg1	RAD51	209	207	242	248	39	55	28	29
RAD51_sg2	RAD51	208	176	234	225	39	56	15	15
RAD51_sg3	RAD51	230	207	213	265	50	91	23	37
RAD51_sg4	RAD51	260	373	223	216	79	54	30	31
RAD51B_sg1	RAD51B	608	1199	730	1060	354	253	114	170
RAD51B_sg2	RAD51B	523	834	878	1444	381	199	137	120
RAD51B_sg3	RAD51B	627	810	1071	999	229	277	139	113
RAD51B_sg4	RAD51B	1148	1251	903	894	266	256	123	121
RAD51C_sg1	RAD51C	805	683	902	653	406	339	203	157
RAD51C_sg2	RAD51C	664	784	653	833	203	360	182	173
RAD51C_sg3	RAD51C	2247	1131	838	722	412	397	218	261
RAD51C_sg4	RAD51C	939	889	640	1092	447	237	246	199
RAD51D_sg1	RAD51D	248	293	205	286	60	74	52	55
RAD51D_sg2	RAD51D	182	218	266	241	77	74	31	33
RAD51D_sg3	RAD51D	325	198	383	289	98	68	42	54
RAD51D_sg4	RAD51D	379	253	236	222	85	31	45	58
RBBP8_sg1	RBBP8	881	952	981	455	184	228	176	107
RBBP8_sg2	RBBP8	929	708	860	841	280	144	86	90
RBBP8_sg3	RBBP8	778	941	863	852	236	320	89	123
RBBP8_sg4	RBBP8	1328	1025	1396	1192	358	296	306	139
REV7_sg1	REV7	924	957	1196	1060	2712	3769	3188	4430
REV7_sg2	REV7	1208	778	1033	1053	1691	2946	3543	3135
REV7_sg3	REV7	1270	1229	911	864	3296	3150	2723	4373
REV7_sg4	REV7	1241	1167	1103	1011	2493	2634	6562	3556
RIF1_sg1	RIF1	583	654	560	587	2150	1416	2610	2927
RIF1_sg2	RIF1	309	710	497	598	1260	1138	2078	1648
RIF1_sg3	RIF1	546	530	485	367	908	1247	2492	1739
RIF1_sg4	RIF1	552	362	516	446	1459	1596	2132	2254
RNF168_sg1	RNF168	472	878	647	816	1305	1256	1835	1910
RNF168_sg2	RNF168	818	396	536	657	816	1333	2176	1331
RNF168_sg3	RNF168	757	841	505	490	935	981	1575	1678
RNF168_sg4	RNF168	882	744	583	605	952	933	1774	1081
RNF8_sg1	RNF8	272	484	525	420	2257	1754	3499	2407
RNF8_sg2	RNF8	229	311	253	287	1346	1161	3307	1451
RNF8_sg3	RNF8	433	401	564	504	1694	942	2349	1968
RNF8_sg4	RNF8	561	341	716	527	1382	2003	2854	3720
RPA1_sg1	RPA1	918	1842	496	635	451	765	684	441
RPA1_sg2	RPA1	1614	1076	611	544	494	697	374	370
RPA1_sg3	RPA1	1742	1825	604	787	742	938	777	724
RPA1_sg4	RPA1	1166	1095	694	605	476	796	316	487
RPL11_sg1	RPL11	1151	1113	435	692	219	447	329	295
RPL11_sg2	RPL11	863	923	232	293	245	403	355	340
RPL11_sg3	RPL11	986	1022	437	277	295	474	361	307
RPL11_sg4	RPL11	635	859	558	439	385	335	263	377
RPL5_sg1	RPL5	1325	739	548	538	598	509	408	475
RPL5_sg2	RPL5	763	712	367	444	403	368	334	379
RPL5_sg3	RPL5	769	491	382	292	373	285	301	223
RPL5_sg4	RPL5	494	979	229	377	226	300	230	466
RPS19_sg1	RPS19	727	1070	414	351	154	400	379	400
RPS19_sg2	RPS19	912	875	206	266	292	228	207	222
RPS19_sg3	RPS19	772	871	196	324	359	279	245	333
RPS19_sg4	RPS19	636	807	356	291	383	242	228	321
SEC61A1_sg1	SEC61A1	1069	1457	321	194	490	596	458	646
SEC61A1_sg2	SEC61A1	968	914	304	204	426	533	494	240
SEC61A1_sg3	SEC61A1	1176	725	364	311	416	378	465	387
SEC61A1_sg4	SEC61A1	483	1032	539	404	422	341	415	372
SHLD1_sg1	SHLD1	639	779	723	523	2859	2622	3113	3665
SHLD1_sg2	SHLD1	936	518	972	821	2304	2538	3480	6100
SHLD1_sg3	SHLD1	343	657	479	543	2397	1843	3573	2330
SHLD1_sg4	SHLD1	512	765	607	578	1371	1289	2681	1702
SHLD2_sg1	SHLD2	486	249	397	415	970	1087	1140	2192
SHLD2_sg2	SHLD2	426	407	386	458	1394	1301	1933	1429
SHLD2_sg3	SHLD2	269	244	329	215	462	550	1826	1300
SHLD2_sg4	SHLD2	279	394	261	444	960	1152	1677	1699
SHLD3_sg1	SHLD3	776	863	671	804	1785	1356	2322	1968
SHLD3_sg2	SHLD3	579	501	703	804	1180	1608	1768	1898
SHLD3_sg3	SHLD3	934	1210	679	631	1205	1162	2069	1628
SHLD3_sg4	SHLD3	700	921	926	611	1492	1365	2698	1761
TP53BP1_sg1	TP53BP1	751	815	810	1667	2783	2974	2644	3994
TP53BP1_sg2	TP53BP1	612	849	577	1062	2363	1214	2448	3025
TP53BP1_sg3	TP53BP1	709	816	664	667	1280	1652	2233	2952
TP53BP1_sg4	TP53BP1	702	1007	783	831	1944	3780	3205	2666
UBA1_sg1	UBA1	630	486	222	204	235	224	293	246
UBA1_sg2	UBA1	543	727	151	176	283	197	184	290
UBA1_sg3	UBA1	803	522	217	203	425	296	279	325
UBA1_sg4	UBA1	856	685	221	207	209	309	244	216
WRN_sg1	WRN	1157	1179	998	825	454	291	239	397
WRN_sg2	WRN	900	924	385	499	336	450	250	201
WRN_sg3	WRN	1456	838	799	594	302	241	207	255
WRN_sg4	WRN	681	825	940	666	406	306	291	187
XRCC2_sg1	XRCC2	569	375	848	650	212	201	70	77
XRCC2_sg2	XRCC2	872	734	824	714	182	181	87	141
XRCC2_sg3	XRCC2	729	696	574	1234	267	455	186	224
XRCC2_sg4	XRCC2	540	808	402	647	173	119	154	172
XRCC3_sg1	XRCC3	236	331	176	382	54	81	19	42
XRCC3_sg2	XRCC3	393	253	318	338	49	63	24	29
XRCC3_sg3	XRCC3	340	318	393	342	45	68	17	40
XRCC3_sg4	XRCC3	381	412	264	265	75	68	22	23
